study_accession	experiment_accession	experiment_title	sample_taxon_id	sample_scientific_name	experiment_library_strategy	experiment_library_source	experiment_library_selection	sample_accession	sample_alias	experiment_instrument_model	pool_member_spots	run_1_size	run_1_accession	run_1_total_spots	run_1_total_bases
SRP092652	SRX2330371	PXO124	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785589	PXO124	Illumina HiSeq 2500	5137994	495736064	SRR4995551	5137994	1284498500
SRP092652	SRX2330370	LYG03-05	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785512	LYG03-05	Illumina HiSeq 2500	1240419	129626125	SRR4995550	1240419	310104750
SRP092652	SRX2330369	HN-84-31	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785395	HN-84-31	Illumina HiSeq 2500	3115072	319511347	SRR4995549	3115072	778768000
SRP092652	SRX2330368	AH3	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785588	AH3	Illumina HiSeq 2500	3174748	332280990	SRR4995548	3174748	793687000
SRP092652	SRX2330367	GX2	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785587	GX2	Illumina HiSeq 2500	4791885	634774464	SRR4995547	4791885	1437565500
SRP092652	SRX2330366	JL19	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785585	JL19	Illumina HiSeq 2500	4624514	475280982	SRR4995546	4624514	1156128500
SRP092652	SRX2330365	GD408	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785586	GD408	Illumina HiSeq 2500	5998535	547972294	SRR4995545	5998535	1499633750
SRP092652	SRX2330364	YN03-10	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785584	YN03-10	Illumina HiSeq 2500	3757658	384583522	SRR4995544	3757658	939414500
SRP092652	SRX2330363	HN-84-35	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785583	HN-84-35	Illumina HiSeq 2500	2356876	233218941	SRR4995543	2356876	589219000
SRP092652	SRX2330362	ZJ28	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785581	ZJ28	Illumina HiSeq 2500	5736295	693536543	SRR4995542	5736295	1718943088
SRP092652	SRX2330361	HEN12	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785582	HEN12	Illumina HiSeq 2500	3124943	325170962	SRR4995541	3124943	781235750
SRP092652	SRX2330360	ZPY1	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785580	ZPY1	Illumina HiSeq 2500	7398536	750818614	SRR4995540	7398536	1849634000
SRP092652	SRX2330359	JL23	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785487	JL23	Illumina HiSeq 2500	3179709	328641229	SRR4995539	3179709	794927250
SRP092652	SRX2330358	PXO86	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785579	PXO86	Illumina HiSeq 2500	5501507	531881351	SRR4995538	5501507	1375376750
SRP092652	SRX2330357	GD417	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785578	GD417	Illumina HiSeq 2500	6251169	750934398	SRR4995537	6251169	1875350700
SRP092652	SRX2330356	HN14	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785577	HN14	Illumina HiSeq 2500	5733206	587354144	SRR4995536	5733206	1433301500
SRP092652	SRX2330355	DBX0020	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785576	DBX0020	Illumina HiSeq 2500	6773391	385318366	SRR4995535	6773391	1016008650
SRP092652	SRX2330354	OS221	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785575	OS221	Illumina HiSeq 2500	7645682	709020193	SRR4995534	7645682	1911420500
SRP092652	SRX2330353	JL15	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785482	JL15	Illumina HiSeq 2500	5238078	532776162	SRR4995533	5238078	1309519500
SRP092652	SRX2330352	GD411	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785574	GD411	Illumina HiSeq 2500	3789255	385138139	SRR4995532	3789255	947313750
SRP092652	SRX2330351	YN17	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785573	YN17	Illumina HiSeq 2500	5096150	468094938	SRR4995531	5096150	1274037500
SRP092652	SRX2330350	YN14-2003	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785448	YN14-2003	Illumina HiSeq 2500	1610762	167206286	SRR4995530	1610762	402690500
SRP092652	SRX2330349	LN3	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785572	LN3	Illumina HiSeq 2500	6032241	715953140	SRR4995529	6032241	1809672300
SRP092652	SRX2330348	JL3	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785571	JL3	Illumina HiSeq 2500	6799881	813126388	SRR4995528	6799881	2039964300
SRP092652	SRX2330347	GD38	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785570	GD38	Illumina HiSeq 2500	7333448	675328203	SRR4995527	7333448	1833362000
SRP092652	SRX2330346	GD409	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785521	GD409	Illumina HiSeq 2500	2721342	291365075	SRR4995526	2721342	680335500
SRP092652	SRX2330345	AH8	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785569	AH8	Illumina HiSeq 2500	6052459	553388502	SRR4995525	6052459	1513114750
SRP092652	SRX2330344	DBX0019	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785568	DBX0019	Illumina HiSeq 2500	4843505	609493253	SRR4995524	4843505	1453051500
SRP092652	SRX2330343	HeN03-01	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785426	HeN03-01	Illumina HiSeq 2500	3619582	364147142	SRR4995523	3619582	904895500
SRP092652	SRX2330342	JS68	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785555	JS68	Illumina HiSeq 2500	3469750	355126170	SRR4995522	3469750	867437500
SRP092652	SRX2330341	BJ12	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785537	BJ12	Illumina HiSeq 2500	3095904	322117984	SRR4995521	3095904	773976000
SRP092652	SRX2330340	YN03-03	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785394	YN03-03	Illumina HiSeq 2500	3670477	378179194	SRR4995520	3670477	917619250
SRP092652	SRX2330339	LN02	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785545	LN02	Illumina HiSeq 2500	3013184	309631692	SRR4995519	3013184	753296000
SRP092652	SRX2330338	26	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785567	26	Illumina HiSeq 2500	4842237	450116648	SRR4995518	4842237	1210559250
SRP092652	SRX2330337	YN09	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785566	YN09	Illumina HiSeq 2500	5200679	482740413	SRR4995517	5200679	1300169750
SRP092652	SRX2330336	HuN32	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785478	HuN32	Illumina HiSeq 2500	3771617	387367951	SRR4995516	3771617	942904250
SRP092652	SRX2330335	JS65	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785565	JS65	Illumina HiSeq 2500	6003573	724424344	SRR4995515	6003573	1799008066
SRP092652	SRX2330334	YN06	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785564	YN06	Illumina HiSeq 2500	4847727	595600593	SRR4995514	4847727	1454318100
SRP092652	SRX2330333	FJ21	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785563	FJ21	Illumina HiSeq 2500	5567999	515083732	SRR4995513	5567999	1391999750
SRP092652	SRX2330332	GD413	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785562	GD413	Illumina HiSeq 2500	6084363	732728531	SRR4995512	6084363	1825308900
SRP092652	SRX2330331	OS224	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785561	OS224	Illumina HiSeq 2500	8564850	799124916	SRR4995511	8564850	2141212500
SRP092652	SRX2330330	GX5	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785560	GX5	Illumina HiSeq 2500	4227424	526116137	SRR4995510	4227424	1268227200
SRP092652	SRX2330329	ZJ27	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785559	ZJ27	Illumina HiSeq 2500	4979908	582808953	SRR4995509	4979908	1493972400
SRP092652	SRX2330328	HLJ-85-72	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785423	HLJ-85-72	Illumina HiSeq 2500	2047780	201563927	SRR4995508	2047780	511945000
SRP092652	SRX2330327	LYG51	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785558	LYG51	Illumina HiSeq 2500	5222421	654695906	SRR4995507	5222421	1566726300
SRP092652	SRX2330326	GX35	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785484	GX35	Illumina HiSeq 2500	2197962	217892404	SRR4995506	2197962	549490500
SRP092652	SRX2330325	YC11	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785557	YC11	Illumina HiSeq 2500	6582596	826270346	SRR4995505	6582596	1974778800
SRP092652	SRX2330324	YN10	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785556	YN10	Illumina HiSeq 2500	5732278	682675099	SRR4995504	5732278	1719683400
SRP092652	SRX2330323	SC14	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785479	SC14	Illumina HiSeq 2500	2073554	204727173	SRR4995503	2073554	518388500
SRP092652	SRX2330322	YN8	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785500	YN8	Illumina HiSeq 2500	1333280	139325215	SRR4995502	1333280	333320000
SRP092652	SRX2330321	JS68	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785555	JS68	Illumina HiSeq 2500	2170739	212701363	SRR4995501	2170739	542684750
SRP092652	SRX2330320	ScHy-b	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785518	ScHy-b	Illumina HiSeq 2500	1716906	172478697	SRR4995500	1716906	429226500
SRP092652	SRX2330319	HN-7	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785554	HN-7	Illumina HiSeq 2500	6659238	611453032	SRR4995499	6659238	1664809500
SRP092652	SRX2330318	LYG03-03	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785553	LYG03-03	Illumina HiSeq 2500	1844612	181850120	SRR4995498	1844612	461153000
SRP092652	SRX2330317	YN6	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785539	YN6	Illumina HiSeq 2500	1305012	136233497	SRR4995497	1305012	326253000
SRP092652	SRX2330316	JS72	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785552	JS72	Illumina HiSeq 2500	1718532	168024119	SRR4995496	1718532	429633000
SRP092652	SRX2330315	HeN03-06	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785551	HeN03-06	Illumina HiSeq 2500	4506999	434448339	SRR4995495	4506999	1126749750
SRP092652	SRX2330314	YN03-04	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785523	YN03-04	Illumina HiSeq 2500	3670259	374736288	SRR4995494	3670259	917564750
SRP092652	SRX2330313	YN40	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785509	YN40	Illumina HiSeq 2500	3009075	298579584	SRR4995493	3009075	752268750
SRP092652	SRX2330312	YN30	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785501	YN30	Illumina HiSeq 2500	1385495	143408119	SRR4995492	1385495	346373750
SRP092652	SRX2330311	JL3-2003	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785495	JL3-2003	Illumina HiSeq 2500	2933208	303468740	SRR4995491	2933208	733302000
SRP092652	SRX2330310	GD32	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785550	GD32	Illumina HiSeq 2500	6248001	576189154	SRR4995490	6248001	1562000250
SRP092652	SRX2330309	LYG46	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785549	LYG46	Illumina HiSeq 2500	5369596	647107307	SRR4995489	5369596	1610878800
SRP092652	SRX2330308	AH87	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785548	AH87	Illumina HiSeq 2500	4900984	515076496	SRR4995488	4900984	1225246000
SRP092652	SRX2330307	GD402	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785429	GD402	Illumina HiSeq 2500	2970101	293123676	SRR4995487	2970101	742525250
SRP092652	SRX2330306	HUN14	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785547	HUN14	Illumina HiSeq 2500	4781056	493977236	SRR4995486	4781056	1195264000
SRP092652	SRX2330305	GD407	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785546	GD407	Illumina HiSeq 2500	6937140	831267189	SRR4995485	6937140	2081142000
SRP092652	SRX2330304	LN02	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785545	LN02	Illumina HiSeq 2500	1958996	193292672	SRR4995484	1958996	489749000
SRP092652	SRX2330303	LYG49	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785544	LYG49	Illumina HiSeq 2500	5717185	716330135	SRR4995483	5717185	1715155500
SRP092652	SRX2330302	YN11-2003	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785543	YN11-2003	Illumina HiSeq 2500	3377410	342532406	SRR4995482	3377410	844352500
SRP092652	SRX2330301	YN15	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785434	YN15	Illumina HiSeq 2500	1344610	139199262	SRR4995481	1344610	336152500
SRP092652	SRX2330300	YN11-2003	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785543	YN11-2003	Illumina HiSeq 2500	1361023	139839721	SRR4995480	1361023	340255750
SRP092652	SRX2330299	JL16	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785542	JL16	Illumina HiSeq 2500	4887133	520563106	SRR4995479	4887133	1221783250
SRP092652	SRX2330298	OS-28	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785541	OS-28	Illumina HiSeq 2500	5882035	576842437	SRR4995478	5882035	1470508750
SRP092652	SRX2330297	GD415	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785540	GD415	Illumina HiSeq 2500	5427913	499344114	SRR4995477	5427913	1356978250
SRP092652	SRX2330296	YN6	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785539	YN6	Illumina HiSeq 2500	3168928	326680922	SRR4995476	3168928	792232000
SRP092652	SRX2330295	JL31	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785538	JL31	Illumina HiSeq 2500	5705095	612771543	SRR4995475	5705095	1426273750
SRP092652	SRX2330294	BJ12	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785537	BJ12	Illumina HiSeq 2500	2067651	207045852	SRR4995474	2067651	516912750
SRP092652	SRX2330293	JL11	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785536	JL11	Illumina HiSeq 2500	5456533	566006475	SRR4995473	5456533	1364133250
SRP092652	SRX2330292	JL25	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785535	JL25	Illumina HiSeq 2500	4614248	481568515	SRR4995472	4614248	1153562000
SRP092652	SRX2330291	XZ43	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785534	XZ43	Illumina HiSeq 2500	5994323	753938829	SRR4995471	5994323	1798296900
SRP092652	SRX2330290	GX4	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785533	GX4	Illumina HiSeq 2500	4297587	538230450	SRR4995470	4297587	1289276100
SRP092652	SRX2330289	HUN22	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785532	HUN22	Illumina HiSeq 2500	5679190	681964214	SRR4995469	5679190	1703757000
SRP092652	SRX2330288	OS35	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785531	OS35	Illumina HiSeq 2500	5711728	548711725	SRR4995468	5711728	1427932000
SRP092652	SRX2330287	YN16	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785530	YN16	Illumina HiSeq 2500	6188900	573034414	SRR4995467	6188900	1547225000
SRP092652	SRX2330286	FJ15	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785529	FJ15	Illumina HiSeq 2500	5818222	530374667	SRR4995466	5818222	1454555500
SRP092652	SRX2330285	JL24	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785528	JL24	Illumina HiSeq 2500	4610082	486488148	SRR4995465	4610082	1152520500
SRP092652	SRX2330284	OS57	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785527	OS57	Illumina HiSeq 2500	5828956	569533203	SRR4995464	5828956	1457239000
SRP092652	SRX2330283	LYG03-07	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785526	LYG03-07	Illumina HiSeq 2500	1321951	138662679	SRR4995463	1321951	330487750
SRP092652	SRX2330282	AH1	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785525	AH1	Illumina HiSeq 2500	5338038	670663730	SRR4995462	5338038	1601411400
SRP092652	SRX2330281	BJ84-4	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785403	BJ84-4	Illumina HiSeq 2500	408740	41993765	SRR4995461	408740	102185000
SRP092652	SRX2330280	LYG48	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785524	LYG48	Illumina HiSeq 2500	5270700	632147200	SRR4995460	5270700	1581210000
SRP092652	SRX2330279	YN03-04	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785523	YN03-04	Illumina HiSeq 2500	1156166	120047913	SRR4995459	1156166	289041500
SRP092652	SRX2330278	HUB14	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785522	HUB14	Illumina HiSeq 2500	3865333	393011745	SRR4995458	3865333	966333250
SRP092652	SRX2330277	FJ22	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785520	FJ22	Illumina HiSeq 2500	5144829	473918951	SRR4995457	5144829	1286207250
SRP092652	SRX2330276	GD409	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785521	GD409	Illumina HiSeq 2500	2584879	261047898	SRR4995456	2584879	646219750
SRP092652	SRX2330275	JL29	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785519	JL29	Illumina HiSeq 2500	4897659	494035538	SRR4995455	4897659	1224414750
SRP092652	SRX2330274	ScHy-b	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785518	ScHy-b	Illumina HiSeq 2500	3502771	364821214	SRR4995454	3502771	875692750
SRP092652	SRX2330273	YN38	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785517	YN38	Illumina HiSeq 2500	1279184	130159419	SRR4995453	1279184	319796000
SRP092652	SRX2330272	172	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785516	172	Illumina HiSeq 2500	6921753	647624183	SRR4995452	6921753	1730438250
SRP092652	SRX2330271	YN39	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785515	YN39	Illumina HiSeq 2500	6122695	713979973	SRR4995451	6122695	1836808500
SRP092652	SRX2330270	HuN33	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785514	HuN33	Illumina HiSeq 2500	1517066	150226263	SRR4995450	1517066	379266500
SRP092652	SRX2330269	AH4	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785513	AH4	Illumina HiSeq 2500	5074424	513037496	SRR4995449	5074424	1268606000
SRP092652	SRX2330268	LYG03-05	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785512	LYG03-05	Illumina HiSeq 2500	3256036	333833274	SRR4995448	3256036	814009000
SRP092652	SRX2330267	HuN37	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785511	HuN37	Illumina HiSeq 2500	4761353	494658067	SRR4995447	4761353	1190338250
SRP092652	SRX2330266	LN2	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785510	LN2	Illumina HiSeq 2500	6671661	793947468	SRR4995446	6671661	2001498300
SRP092652	SRX2330265	OS82	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785507	OS82	Illumina HiSeq 2500	5450923	526798422	SRR4995445	5450923	1362730750
SRP092652	SRX2330264	YC36	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785508	YC36	Illumina HiSeq 2500	7090870	891325626	SRR4995444	7090870	2127261000
SRP092652	SRX2330263	YN40	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785509	YN40	Illumina HiSeq 2500	1762012	181654282	SRR4995443	1762012	440503000
SRP092652	SRX2330262	JP03	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785470	JP03	Illumina HiSeq 2500	1797253	177715043	SRR4995442	1797253	449313250
SRP092652	SRX2330261	FJ16	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785506	FJ16	Illumina HiSeq 2500	4994961	605136861	SRR4995441	4994961	1498488300
SRP092652	SRX2330260	YN14	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785505	YN14	Illumina HiSeq 2500	5292848	554909513	SRR4995440	5292848	1323212000
SRP092652	SRX2330259	KSI-3	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785503	KSI-3	Illumina HiSeq 2500	4799970	495256826	SRR4995439	4799970	1199992500
SRP092652	SRX2330258	JNXO	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785504	JNXO	Illumina HiSeq 2500	7483712	687680462	SRR4995438	7483712	1870928000
SRP092652	SRX2330257	HuB03-06	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785467	HuB03-06	Illumina HiSeq 2500	2823291	290858909	SRR4995437	2823291	705822750
SRP092652	SRX2330256	YN30	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785501	YN30	Illumina HiSeq 2500	3734983	390198657	SRR4995436	3734983	933745750
SRP092652	SRX2330255	JL4	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785481	JL4	Illumina HiSeq 2500	6156747	732365176	SRR4995435	6156747	1847024100
SRP092652	SRX2330254	GX3	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785502	GX3	Illumina HiSeq 2500	6089343	784203235	SRR4995434	6089343	1826802900
SRP092652	SRX2330253	YN8	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785500	YN8	Illumina HiSeq 2500	3143937	324930257	SRR4995433	3143937	785984250
SRP092652	SRX2330252	HuN36	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785499	HuN36	Illumina HiSeq 2500	2159612	212436684	SRR4995432	2159612	539903000
SRP092652	SRX2330251	DBX0024	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785497	DBX0024	Illumina HiSeq 2500	4911572	585643588	SRR4995431	4911572	1473471600
SRP092652	SRX2330250	HB-84-17	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785498	HB-84-17	Illumina HiSeq 2500	2939451	299621334	SRR4995430	2939451	734862750
SRP092652	SRX2330249	YN03-18	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785496	YN03-18	Illumina HiSeq 2500	4749108	483542169	SRR4995429	4749108	1187277000
SRP092652	SRX2330248	HuN03-02	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785493	HuN03-02	Illumina HiSeq 2500	1898602	186697165	SRR4995428	1898602	474650500
SRP092652	SRX2330247	JL21	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785494	JL21	Illumina HiSeq 2500	6312437	753651996	SRR4995427	6312437	1893731100
SRP092652	SRX2330246	JL3-2003	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785495	JL3-2003	Illumina HiSeq 2500	2620625	261374364	SRR4995426	2620625	655156250
SRP092652	SRX2330245	YN03-24	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785392	YN03-24	Illumina HiSeq 2500	3373766	335967475	SRR4995425	3373766	843441500
SRP092652	SRX2330244	YC20	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785492	YC20	Illumina HiSeq 2500	6648445	832417516	SRR4995424	6648445	1994533500
SRP092652	SRX2330243	JP02	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785491	JP02	Illumina HiSeq 2500	5445358	555324412	SRR4995423	5445358	1361339500
SRP092652	SRX2330242	GX56	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785489	GX56	Illumina HiSeq 2500	10818585	1122753988	SRR4995422	10818585	2704646250
SRP092652	SRX2330241	KS-2-2	64187	Xanthomonas oryzae pv. oryzae	WGS	GENOMIC	RANDOM	SRS1785490	KS-2-2	Illumina HiSeq 2500	6289109	583444055	SRR4995421	6289109	1572277250
